sku,model,brand,size,store_id,stock_count,current_price
132805835_519109224,Assel Luxe 3D-картина Приборы 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
836329473,Assel Decor 3D-картина Инь-Ян 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
140246816_304317389,Assel Luxe 3D-картина Лотос 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
606524172,Assel Luxe 3D-картина Колечко рыбами 100x70 см,assel-luxe1,100x70,30426959_PP1,10.0,39990
131290137_321310047,Assel Luxe модульная картина Лошадь 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,79990
307728222,Assel Luxe 3D-картина Свет листьев 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
506389370,Assel Decor 3D-картина Птица 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
139828536_924748956,Assel Luxe 3D-картина 819100129 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
193707058,Assel Decor 3D-картина Абстрактті қозғалыс 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
132417614_373170523,Assel Luxe 3D-картина Арабская каллиграфия 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
140246808_903702363,Assel Luxe 3D-картина Волки 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
286077009,Assel Decor 3D-картина Цветы и полет 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
150885673_232180493,Assel Luxe 3D-картина Время и земля с трещинами 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
005776743,Assel Decor 3D-картина Беркут 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
132417505_664530886,Assel Luxe 3D-картина Мекка Мечеть 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
068479383,Assel Luxe 3D-картина Пейзаж Животные 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,84990
916872442,Assel Luxe модульная картина Женщины Кений 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,74990
846859218,Assel Luxe модульная картина Золотое кружево 200x70 см,assel-luxe1,200x70,30426959_PP1,10.0,84990
404293463,Assel Luxe 3D-картина Белый Конь 80x80 см,assel-luxe1,80x80,30426959_PP1,10.0,39990
149671758_478726700,Assel Luxe 3D-картина Оберег 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
662286767,Assel Luxe 3D-картина Assel Luxe Картина зубы для стоматологий 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,24990
745507187,Assel Luxe 3D-картина Home Design Картина Женщина в маске 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
319739357,Assel Luxe модульная картина Птицы с двух сторон вазами 200x70 см,assel-luxe1,200x70,30426959_PP1,10.0,84990
200364081,Assel Luxe 3D-картина «Мой день — мои правила» 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
948023999,Assel Luxe модульная картина Луна 80x80 см,assel-luxe1,80x80,30426959_PP1,10.0,79990
130670877_371883772,Assel Luxe 3D-картина Красные губы женщины 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
486395510,Assel Luxe 3D-картина Слон с слоненком 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
635660409,Assel Decor 3D-картина Дала рухы 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
150885714_418865694,Assel Luxe 3D-картина Черное и желтое животные 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
581351654,Assel Luxe 3D-картина Assel Luxe Картина мрамор 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
626831450,Assel Luxe 3D-картина Чемпион топтамасы 70x50 см,assel-luxe1,70x50,30426959_PP1,10.0,24990
234471000,Assel Luxe 3D-картина Павлины осень 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
911895071,Assel Luxe 3D-картина Золотой олень на камнях 80x200 см,assel-luxe1,80x200,30426959_PP1,10.0,99990
375799771,Assel Luxe 3D-картина Луна с рекой 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,84990
256903038,Assel Luxe модульная картина Горы золотые 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,74990
150885689_754948343,Assel Luxe 3D-картина Дерево жизни абстракция 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
677664863,Assel Luxe 3D-картина Ак жал Животные 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
299473498,Assel Luxe 3D-картина Свет дома 70x50 см,assel-luxe1,70x50,30426959_PP1,10.0,24990
024900337,Assel Luxe 3D-картина Водопад 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
132543293_427034004,Assel Luxe 3D-картина Арабик 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
157607108,Assel Luxe 3D-картина Лев и Агнец 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
169436755,Assel Luxe 3D-картина Тюльпаны белые 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
573723191,Assel Luxe модульная картина Волны абстракция 200x70 см,assel-luxe1,200x70,30426959_PP1,10.0,84990
900725737,Assel Luxe 3D-картина Қара жорға 80x80 см,assel-luxe1,80x80,30426959_PP1,10.0,39990
438468114,Assel Decor 3D-картина Ночная Мекка 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
238947554,Assel Decor 3D-картина Алтын піл 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
969102486,Assel Luxe 3D-картина Женщина в роскошном платье 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
820152057,Assel Luxe 3D-картина Абстракция 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
611781832,Картина Алатау 100x70 см,,100x70,30426959_PP1,10.0,39990
150885718_755945035,Assel Luxe 3D-картина Игра животных 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
072083554,Assel Luxe 3D-картина Денежное дерево 50x70 см,,50x70,30426959_PP1,10.0,24990
896670272,Assel Luxe 3D-картина Assel Luxe Картина Пейзаж Ауыл 70x50 см,assel-luxe1,70x50,30426959_PP1,10.0,24990
407890363,Assel Luxe 3D-картина Золотой взрыв 80x80 см,assel-luxe1,80x80,30426959_PP1,10.0,39990
001178190,Assel Luxe 3D-картина Девушка 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
130786874_706765436,Assel Luxe 3D-картина Карпы 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
909626891,Assel Luxe 3D-картина Assel Luxe Картина Колсай 70x50 см,assel-luxe1,70x50,30426959_PP1,10.0,24990
933817479,Assel Luxe 3D-картина Паруса пейзаж 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
542650605,Assel Decor 3D-картина Цветы и птицы 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
232191774,Assel Luxe 3D-картина Каменная гармония 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
946785916,Assel Luxe 3D-картина Озеро пейзаж 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
814078359,Assel Luxe 3D-картина Нәзік үйлесім 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
698109457,Assel Luxe 3D-картина Assel Luxe Картина желтая лошадка 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
132741471_987034019,Assel Luxe 3D-картина Желтый Барс 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
305782687,Assel Decor 3D-картина Беркут в небесах 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
290082708,Assel Luxe 3D-картина Assel Luxe Картина Мотоцикл 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
085859842,Assel Luxe модульная картина Жираф 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,74990
426117654,Assel Luxe 3D-картина Золотой вихрь 80x80 см,assel-luxe1,80x80,30426959_PP1,10.0,39990
571897698,Assel Luxe модульная картина Тайна в тени 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,74990
298315442,Assel Luxe 3D-картина Серебряный изгиб с часами 80x200 см,assel-luxe1,80x200,30426959_PP1,10.0,99990
457981735,Assel Decor 3D-картина Золотая энергия 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
192530049,Assel Luxe 3D-картина Картина из ваших фото 70x100 см,assel-luxe1,70x100,30426959_PP1,9.0,39990
562760220,Assel Luxe модульная картина Казахская степь 200x70 см,assel-luxe1,200x70,30426959_PP1,10.0,84990
296633387,"Assel Luxe 3D-картина Шахматы Лев, и Тигр 50x100 см",assel-luxe1,50x100,30426959_PP1,10.0,24990
854107114,Assel Luxe модульная картина 854107114 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,74990
896320238,Assel Luxe 3D-картина Assel Luxe Картина три суры 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,24990
136967734_242558483,Assel Luxe 3D-картина Assel Luxe Коричневый Конь животное 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
428705216,Assel Luxe 3D-картина Лошадь 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,24990
445030302,Assel Luxe модульная картина Острые козырьки 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,49990
064758431,Assel Luxe 3D-картина Лошади среде цветочек 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
095112615,Assel Luxe модульная картина Путь к спокойствию 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,49990
143070023,Assel Luxe модульная картина Нежность в изумруде 180x80 см,assel-luxe1,180x80,30426959_PP1,10.0,79990
775308703,Assel Luxe 3D-картина Девушкаа в платье 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
989150428,Assel Decor 3D-картина Лошадь 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
092006339,Assel Luxe 3D-картина Картина Лось с подсветкой животное 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,84990
140246834_556720162,Assel Luxe 3D-картина Пейзаж 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
746132487,Assel Decor 3D-картина Свет Каабы 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
227401571,Assel Luxe 3D-картина Лось 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,84990
199505782,Assel Decor 3D-картина Бабочка среди цветов 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
590359645,Assel Luxe модульная картина Абстракция 200x70 см,assel-luxe1,200x70,30426959_PP1,10.0,84990
332880743,Assel Luxe модульная картина Золотая симфония 200x70 см,assel-luxe1,200x70,30426959_PP1,10.0,84990
937001611,Assel Luxe панно Алтын үйлесім 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,89990
579543702,Assel Luxe 3D-картина Рыбки с часами 80x200 см,assel-luxe1,80x200,30426959_PP1,10.0,99990
387578799,Assel Luxe 3D-картина Олень 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,84990
840226001,Assel Luxe модульная картина Абстракция модуль пейзаж 200x70 см,assel-luxe1,200x70,30426959_PP1,10.0,84990
532517872,Assel Decor 3D-картина Желтая птица 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
136253598_723083790,Assel Luxe 3D-картина Assel Luxe Картина Закат и море 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
728667482,Assel Luxe 3D-картина Лев царь зверей 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
805422108,Assel Luxe 3D-картина Assel Luxe Картина Арабик книга 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,24990
133382946_257694994,Assel Luxe 3D-картина Конь 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
738981390,Assel Luxe 3D-картина Черепашки 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
150885696_805709056,Assel Luxe 3D-картина Мечеть мекках 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
087466029,Assel Luxe модульная картина Жасыл үйлесім 200x70 см,assel-luxe1,200x70,30426959_PP1,10.0,84990
657677146,Assel Luxe модульная картина Assel Luxe Картина Модуль цветы для гостиной 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,74990
924240631,Assel Luxe 3D-картина Лось и святящий Луна пейзаж 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
957301401,Assel Luxe 3D-картина Роскошный Слон 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
010951538,Assel Luxe 3D-картина Дерево монетами 80x80 см,assel-luxe1,80x80,30426959_PP1,10.0,39990
867115723,Assel Luxe 3D-картина Лотос и стая рыб 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
880027781,Assel Decor 3D-картина 880027781 160x80 см,assel-decor,160x80,30426959_PP1,10.0,59990
863372241,Assel Luxe 3D-картина Большой орел 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
071761282,Assel Luxe 3D-картина Снеговик пейзаж 80x80 см,assel-luxe1,80x80,30426959_PP1,10.0,39990
989493007,Assel Luxe модульная картина Черный золотистый мрамор 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,74990
697593233,Assel Luxe 3D-картина Слон 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,84990
795786378,Assel Decor 3D-картина Цветочки 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
150885705_046125262,Assel Luxe 3D-картина Assel Luxe Картина Африканская девушка 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
698068676,Assel Luxe модульная картина Девушки в шляпе 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,74990
002075598,Assel Luxe 3D-картина Картина Баксы 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,24990
597347990,Assel Luxe 3D-картина Asse Luxe Картина Льва для уборной 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
192841763,Assel Decor 3D-картина Ракушка 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
362945707,Assel Luxe 3D-картина Assel Luxe Картина Лошади животные на море 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
983561947,Assel Luxe 3D-картина Assel Luxe Картина мрамор в синем фоне 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
267204870,Assel Luxe модульная картина Assel Luxe Лев с Львицей модуль 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,59990
663254197,Assel Luxe 3D-картина Осень 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
040649747,Assel Decor 3D-картина Священная Мекка 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
980149778,Assel Luxe 3D-картина Золотая Лошадь 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
080179491,Assel Luxe 3D-картина Золотой Конь и Табун 220x100 см,assel-luxe1,220x100,30426959_PP1,10.0,129990
832531905,Assel Luxe 3D-картина Assel Luxe Картина мрамор в синем фоне 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
449878893,Assel Luxe 3D-картина Assel Luxe Картина книга Каран 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,24990
131664744,Assel Luxe 3D-картина Желтые цветы на вазе 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
193976958,Assel Luxe модульная картина Бабочка и цветок 80x80 см,assel-luxe1,80x80,30426959_PP1,10.0,79990
436393587,Assel Luxe модульная картина Assel Luxe Картина природа модуль с озерой 200x70 см,assel-luxe1,200x70,30426959_PP1,10.0,84990
128648644_301432420,Assel Luxe 3D-картина Цветок 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
866418506,Assel Luxe 3D-картина Желтое дерево с подсветкой 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,84990
140239133_417833506,Assel Luxe 3D-картина Assel Luxe Картина Черная белая скакавшая лошади 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
136253569_642124401,Assel Luxe 3D-картина Assel Luxe картина Арабик 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
959605170,"Часы механические Assel Luxe 959605170, металл",assel-luxe1,,30426959_PP1,9.0,84990
425981255,Assel Luxe 3D-картина Assel Luxe Картина Кааба арабик 100x70 см,assel-luxe1,100x70,30426959_PP1,10.0,39990
929607030,Assel Luxe 3D-картина Белый павлин в золоте 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
069850597,Assel Luxe 3D-картина Assel Luxe Картина Карпы 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
699047240,Assel Luxe 3D-картина Лев семейства 60x60 см,assel-luxe1,60x60,30426959_PP1,10.0,24990
978264494,Assel Luxe 3D-картина Дорога к гармонии 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
695979654,Assel Luxe 3D-картина Две красивые птички 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
392648582,Assel Decor 3D-картина золотая белоснежная лошадь 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
725496352,Assel Luxe 3D-картина Красивые Лошади 80x80 см,assel-luxe1,80x80,30426959_PP1,10.0,39990
132791368_541134621,Assel Luxe 3D-картина Assel Luxe 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
096443685,Assel Luxe 3D-картина Тень Лошади 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
140247088_805487743,Assel Luxe 3D-картина розовые цветочки 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
909373960,Assel Decor 3D-картина Семья Львов 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
655204910,Assel Luxe модульная картина Мрамор черно желтый 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,74990
479785964,Assel Luxe 3D-картина Тигр животное 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
031188712,Assel Luxe 3D-картина пейзаж с водопадом 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
598519351,Assel Decor 3D-картина Золотой доллар 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
973522004,Assel Luxe модульная картина Золотые тюльпаны 200x70 см,assel-luxe1,200x70,30426959_PP1,10.0,84990
591584844,Assel Decor 3D-картина Слон 50x70 см,assel-decor,50x70,30426959_PP1,10.0,24990
681757422,Assel Luxe модульная картина Корабль 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,74990
390215511,Assel Luxe 3D-картина Цветочек с часами и с подсветкой 80x200 см,assel-luxe1,80x200,30426959_PP1,10.0,129990
133206492_001132134,Assel Luxe 3D-картина Assel Luxe Картина Две лошадки 70x100 см,assel-luxe1,70x100,30426959_PP1,10.0,39990
947143862,Home Design 3D-картина Home Design Картина Белая лошадь с крыльями 80x160 см,home-design,80x160,30426959_PP1,10.0,59990
619528003,Assel Luxe 3D-картина Cristiano Ronaldo 70x50 см,assel-luxe1,70x50,30426959_PP1,10.0,24990
063888740,Assel Luxe 3D-картина Assel Luxe Картина абстракция мраморное 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
666828393,Assel Luxe 3D-картина Тутонхамон 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
132441253_165010470,Assel Luxe 3D-картина Лев 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
884198695,"Часы механические Assel Luxe Карпы, металл",assel-luxe1,,30426959_PP1,10.0,84990
859676236,Assel Luxe модульная картина Изумрудные листья 180x80 см,assel-luxe1,180x80,30426959_PP1,10.0,79990
562629431,Assel Luxe модульная картина Абстракция 150x70 см,assel-luxe1,150x70,30426959_PP1,10.0,74990
552882519,"Assel Luxe 3D-картина Assel Luxe животные,лошади табун 160x80 см",assel-luxe1,160x80,30426959_PP1,10.0,59990
798822782,Assel Luxe модульная картина Африканская красавица 50x70 см,assel-luxe1,50x70,30426959_PP1,10.0,74990
714010743,Assel Luxe 3D-картина Девушка со скрипкой 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
115487287,Assel Luxe 3D-картина Слон 100x70 см,assel-luxe1,100x70,30426959_PP1,10.0,39990
380062469,Assel Decor модульная картина Үш сәйгүлік 70x200 см,assel-decor,70x200,30426959_PP1,10.0,74990
152400613_641128957,Assel Luxe 3D-картина Природа заката 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
750197683,Assel Luxe 3D-картина Желтое дерево 80x160 см,assel-luxe1,80x160,30426959_PP1,10.0,59990
452645410,Assel Decor 3D-картина Природа 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
774832265,Assel Decor 3D-картина Исламская 80x160 см,assel-decor,80x160,30426959_PP1,10.0,59990
140275808_362075731,Assel Luxe 3D-картина Лошадь 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
140193030_119227166,Assel Luxe 3D-картина Assel Luxe Картина Лошадка животные 160x80 см,assel-luxe1,160x80,30426959_PP1,10.0,59990
